Churn,customer.tenure,account.Charges.Monthly,account.Contract,customer.SeniorCitizen,internet.InternetService,account.PaymentMethod
No,28,89.9,Month-to-month,0,Fiber optic,Credit card (automatic)
No,71,92.0,One year,1,Fiber optic,Electronic check
No,5,20.1,One year,0,No,Mailed check
Yes,4,79.0,Month-to-month,0,Fiber optic,Electronic check
,25,95.15,Month-to-month,0,Fiber optic,Electronic check
No,69,95.35,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,57,19.5,Two year,0,No,Bank transfer (automatic)
No,68,44.95,Month-to-month,0,DSL,Electronic check
No,1,49.8,Month-to-month,0,DSL,Credit card (automatic)
No,71,69.2,One year,1,DSL,Electronic check
Yes,44,100.55,Month-to-month,0,Fiber optic,Electronic check
No,27,20.55,One year,0,No,Mailed check
No,71,79.1,Two year,0,DSL,Credit card (automatic)
No,63,99.65,One year,0,Fiber optic,Credit card (automatic)
Yes,17,64.7,Month-to-month,0,DSL,Mailed check
No,72,25.4,Two year,0,No,Mailed check
,40,20.4,Month-to-month,0,No,Bank transfer (automatic)
Yes,9,44.2,Month-to-month,0,DSL,Bank transfer (automatic)
No,1,74.3,Month-to-month,1,Fiber optic,Electronic check
Yes,1,90.6,Month-to-month,1,Fiber optic,Electronic check
No,65,105.85,Two year,1,Fiber optic,Credit card (automatic)
No,52,64.3,One year,0,DSL,Mailed check
No,9,74.85,Month-to-month,0,Fiber optic,Electronic check
Yes,1,39.65,Month-to-month,1,DSL,Electronic check
No,21,19.8,One year,0,No,Mailed check
No,63,24.65,Two year,0,No,Credit card (automatic)
Yes,6,90.1,Month-to-month,0,Fiber optic,Electronic check
No,25,19.2,Month-to-month,0,No,Credit card (automatic)
No,66,47.4,Two year,0,DSL,Mailed check
No,44,90.4,Month-to-month,0,Fiber optic,Mailed check
No,60,79.0,One year,0,DSL,Mailed check
Yes,18,99.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,60,99.8,Month-to-month,0,Fiber optic,Electronic check
Yes,11,23.15,Month-to-month,0,No,Credit card (automatic)
No,59,61.35,One year,0,DSL,Bank transfer (automatic)
No,12,49.05,Month-to-month,0,DSL,Bank transfer (automatic)
No,8,65.5,Two year,0,DSL,Mailed check
,4,44.55,Month-to-month,0,DSL,Electronic check
No,28,29.75,Month-to-month,0,DSL,Mailed check
No,12,84.05,Month-to-month,0,Fiber optic,Electronic check
No,30,107.5,Month-to-month,0,Fiber optic,Electronic check
Yes,12,83.8,Month-to-month,1,Fiber optic,Mailed check
No,2,49.2,Month-to-month,0,DSL,Mailed check
Yes,3,55.15,Month-to-month,0,DSL,Mailed check
No,41,40.35,Month-to-month,0,DSL,Electronic check
No,55,25.65,Two year,0,No,Credit card (automatic)
Yes,8,81.25,Month-to-month,1,Fiber optic,Electronic check
Yes,72,103.4,Two year,0,Fiber optic,Electronic check
No,72,100.55,Two year,0,Fiber optic,Bank transfer (automatic)
No,30,86.45,One year,0,Fiber optic,Electronic check
No,25,25.4,Month-to-month,0,No,Bank transfer (automatic)
Yes,1,75.1,Month-to-month,0,Fiber optic,Electronic check
No,46,104.45,Month-to-month,1,Fiber optic,Electronic check
Yes,32,99.55,Month-to-month,0,Fiber optic,Credit card (automatic)
No,31,80.45,Month-to-month,0,Fiber optic,Electronic check
No,68,54.1,Two year,0,DSL,Bank transfer (automatic)
No,58,109.1,Two year,0,Fiber optic,Credit card (automatic)
No,70,58.4,One year,0,DSL,Bank transfer (automatic)
Yes,1,80.05,Month-to-month,0,Fiber optic,Mailed check
No,48,83.45,One year,0,DSL,Credit card (automatic)
No,72,110.65,Two year,0,Fiber optic,Credit card (automatic)
Yes,3,56.15,Month-to-month,0,DSL,Mailed check
Yes,2,70.7,Month-to-month,0,Fiber optic,Electronic check
Yes,8,84.95,Month-to-month,0,Fiber optic,Electronic check
No,63,20.6,Two year,0,No,Mailed check
Yes,35,100.5,Month-to-month,1,Fiber optic,Bank transfer (automatic)
Yes,13,96.65,Month-to-month,0,Fiber optic,Mailed check
No,30,64.5,One year,0,DSL,Electronic check
No,60,60.2,Month-to-month,0,DSL,Bank transfer (automatic)
No,33,91.25,Month-to-month,0,Fiber optic,Electronic check
Yes,54,106.55,One year,0,Fiber optic,Bank transfer (automatic)
No,67,109.4,One year,0,Fiber optic,Electronic check
No,25,71.05,Month-to-month,0,DSL,Mailed check
No,72,111.6,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,18,80.65,Month-to-month,0,Fiber optic,Electronic check
No,63,19.25,Two year,0,No,Mailed check
No,39,23.8,Two year,0,No,Mailed check
No,33,20.35,Two year,0,No,Mailed check
No,48,19.95,One year,0,No,Bank transfer (automatic)
Yes,10,86.45,Month-to-month,0,Fiber optic,Electronic check
No,10,49.55,One year,0,DSL,Mailed check
No,45,84.55,Month-to-month,0,Fiber optic,Mailed check
Yes,28,105.7,Month-to-month,0,Fiber optic,Electronic check
No,64,115.1,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,48,60.35,One year,0,DSL,Credit card (automatic)
No,68,90.2,Two year,0,Fiber optic,Credit card (automatic)
No,6,73.85,Month-to-month,0,Fiber optic,Mailed check
No,29,19.1,One year,0,No,Mailed check
No,39,25.2,Two year,0,No,Mailed check
No,20,84.35,Month-to-month,1,Fiber optic,Electronic check
Yes,3,49.15,Month-to-month,0,DSL,Electronic check
No,52,59.45,Month-to-month,0,DSL,Electronic check
No,71,116.25,Two year,0,Fiber optic,Electronic check
No,41,79.85,One year,0,DSL,Bank transfer (automatic)
No,69,39.1,Two year,0,DSL,Mailed check
No,68,84.4,Two year,0,Fiber optic,Credit card (automatic)
No,20,54.0,One year,1,DSL,Mailed check
Yes,7,101.95,Month-to-month,1,Fiber optic,Electronic check
No,35,20.6,One year,0,No,Bank transfer (automatic)
No,17,19.9,One year,0,No,Bank transfer (automatic)
No,1,49.55,Month-to-month,0,DSL,Bank transfer (automatic)
No,7,44.25,Month-to-month,0,DSL,Mailed check
No,62,115.05,One year,0,Fiber optic,Credit card (automatic)
No,1,25.0,Month-to-month,0,No,Mailed check
No,44,19.9,Two year,0,No,Mailed check
No,39,35.55,One year,0,DSL,Mailed check
Yes,12,29.2,Month-to-month,0,DSL,Mailed check
No,72,109.2,Two year,0,Fiber optic,Bank transfer (automatic)
No,47,20.05,One year,0,No,Mailed check
No,15,101.75,Month-to-month,0,Fiber optic,Electronic check
No,2,55.3,Month-to-month,0,DSL,Electronic check
No,54,24.95,Month-to-month,1,DSL,Bank transfer (automatic)
No,69,95.65,One year,0,Fiber optic,Credit card (automatic)
No,72,65.6,Two year,0,DSL,Bank transfer (automatic)
No,21,20.85,Two year,0,No,Credit card (automatic)
No,3,21.2,One year,0,No,Mailed check
No,46,95.65,One year,0,Fiber optic,Credit card (automatic)
No,34,71.55,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,31,93.8,Month-to-month,0,Fiber optic,Electronic check
No,72,107.7,Two year,0,Fiber optic,Credit card (automatic)
No,37,19.85,Two year,0,No,Mailed check
No,60,19.65,Two year,0,No,Credit card (automatic)
Yes,44,30.35,Month-to-month,1,DSL,Electronic check
No,62,110.75,One year,1,Fiber optic,Bank transfer (automatic)
,68,20.05,Two year,0,No,Bank transfer (automatic)
Yes,25,89.7,Month-to-month,1,Fiber optic,Electronic check
No,42,19.35,Two year,0,No,Mailed check
No,25,99.3,Two year,0,Fiber optic,Bank transfer (automatic)
No,18,55.95,Month-to-month,0,DSL,Mailed check
Yes,9,83.3,Month-to-month,0,Fiber optic,Electronic check
No,68,76.75,One year,0,DSL,Credit card (automatic)
,25,69.3,Month-to-month,1,Fiber optic,Electronic check
,67,90.6,One year,0,Fiber optic,Credit card (automatic)
Yes,1,84.6,Month-to-month,0,Fiber optic,Mailed check
Yes,47,106.4,Month-to-month,0,Fiber optic,Electronic check
,34,44.85,Month-to-month,0,DSL,Electronic check
No,12,20.45,Month-to-month,0,No,Mailed check
Yes,2,79.65,Month-to-month,0,Fiber optic,Mailed check
No,15,19.45,Month-to-month,0,No,Credit card (automatic)
Yes,1,78.65,Month-to-month,0,Fiber optic,Electronic check
Yes,51,94.8,One year,0,Fiber optic,Electronic check
No,63,25.25,Two year,0,No,Mailed check
No,32,94.8,One year,0,Fiber optic,Mailed check
Yes,29,98.6,Month-to-month,0,Fiber optic,Credit card (automatic)
No,1,44.95,Month-to-month,0,DSL,Mailed check
No,41,104.45,One year,0,Fiber optic,Bank transfer (automatic)
,2,44.6,Month-to-month,0,DSL,Credit card (automatic)
No,50,20.15,Two year,0,No,Credit card (automatic)
No,56,24.3,One year,0,No,Electronic check
No,57,95.0,One year,0,Fiber optic,Electronic check
No,3,55.9,Month-to-month,0,DSL,Mailed check
No,22,20.55,Month-to-month,0,No,Electronic check
No,36,25.1,Two year,0,No,Credit card (automatic)
No,22,20.75,One year,0,No,Bank transfer (automatic)
No,70,19.45,Two year,0,No,Bank transfer (automatic)
No,14,50.45,Month-to-month,0,DSL,Electronic check
No,18,19.65,One year,0,No,Mailed check
No,23,73.75,One year,0,DSL,Mailed check
Yes,7,84.55,Month-to-month,1,Fiber optic,Electronic check
No,1,20.15,Month-to-month,0,No,Mailed check
No,71,116.1,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,4,56.5,Month-to-month,0,DSL,Mailed check
,9,19.6,Two year,0,No,Mailed check
No,64,102.1,One year,1,Fiber optic,Electronic check
No,35,62.1,Month-to-month,0,DSL,Electronic check
No,11,78.0,Month-to-month,0,Fiber optic,Mailed check
No,27,100.5,One year,0,Fiber optic,Bank transfer (automatic)
No,64,105.25,Two year,0,Fiber optic,Electronic check
No,71,118.65,Two year,0,Fiber optic,Electronic check
No,1,74.1,One year,0,DSL,Credit card (automatic)
Yes,34,79.6,Month-to-month,1,Fiber optic,Mailed check
No,69,66.9,Two year,0,DSL,Mailed check
No,9,69.05,Month-to-month,0,Fiber optic,Electronic check
No,1,18.85,Month-to-month,0,No,Electronic check
Yes,1,50.35,Month-to-month,0,DSL,Electronic check
No,21,61.65,Month-to-month,0,DSL,Mailed check
No,13,56.0,Month-to-month,0,DSL,Electronic check
No,7,69.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,3,25.25,Month-to-month,0,DSL,Electronic check
No,57,53.5,One year,1,DSL,Electronic check
Yes,11,89.7,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,19,20.15,Two year,0,No,Mailed check
No,72,105.75,One year,1,Fiber optic,Credit card (automatic)
No,45,84.35,Two year,0,DSL,Mailed check
No,60,49.45,Two year,1,DSL,Credit card (automatic)
No,42,79.9,Month-to-month,0,Fiber optic,Electronic check
No,48,45.55,Month-to-month,0,DSL,Credit card (automatic)
No,55,64.75,Two year,0,DSL,Mailed check
Yes,1,79.55,Month-to-month,0,Fiber optic,Electronic check
Yes,6,93.55,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,9,18.95,Month-to-month,0,No,Mailed check
No,9,40.75,Month-to-month,0,DSL,Electronic check
Yes,5,50.35,Month-to-month,1,DSL,Electronic check
No,43,78.8,Two year,0,DSL,Electronic check
No,7,25.05,Month-to-month,0,No,Bank transfer (automatic)
No,71,100.2,Two year,0,Fiber optic,Credit card (automatic)
No,32,79.3,Month-to-month,1,Fiber optic,Mailed check
No,8,20.85,Two year,0,No,Mailed check
No,72,108.2,Two year,0,Fiber optic,Electronic check
Yes,12,74.05,One year,0,DSL,Mailed check
No,51,107.45,One year,0,Fiber optic,Bank transfer (automatic)
Yes,39,48.95,Month-to-month,0,DSL,Credit card (automatic)
No,3,19.1,Month-to-month,0,No,Mailed check
No,26,75.5,One year,0,Fiber optic,Bank transfer (automatic)
No,35,20.75,Month-to-month,0,No,Bank transfer (automatic)
No,27,19.15,Month-to-month,0,No,Mailed check
Yes,3,69.35,Month-to-month,0,DSL,Electronic check
No,2,81.5,Month-to-month,1,Fiber optic,Mailed check
Yes,18,90.7,Month-to-month,0,Fiber optic,Credit card (automatic)
No,26,61.55,One year,0,DSL,Electronic check
No,65,109.4,Month-to-month,1,Fiber optic,Credit card (automatic)
No,41,89.2,Month-to-month,0,Fiber optic,Electronic check
Yes,67,116.2,Two year,0,Fiber optic,Credit card (automatic)
No,22,88.75,Month-to-month,0,Fiber optic,Electronic check
No,64,65.8,One year,0,DSL,Mailed check
Yes,27,30.75,Month-to-month,1,DSL,Credit card (automatic)
Yes,3,96.6,Month-to-month,0,Fiber optic,Electronic check
Yes,1,50.55,Month-to-month,1,DSL,Mailed check
No,65,94.4,Month-to-month,1,Fiber optic,Electronic check
No,24,94.6,Month-to-month,0,Fiber optic,Electronic check
No,51,56.4,One year,0,DSL,Credit card (automatic)
Yes,13,95.25,Month-to-month,1,Fiber optic,Electronic check
Yes,61,19.4,Month-to-month,0,No,Mailed check
No,72,78.85,Two year,0,DSL,Bank transfer (automatic)
No,69,26.3,One year,0,No,Electronic check
No,44,20.6,One year,0,No,Bank transfer (automatic)
No,70,26.05,One year,0,No,Credit card (automatic)
No,40,20.15,Two year,0,No,Bank transfer (automatic)
No,61,75.35,Two year,0,DSL,Credit card (automatic)
No,23,59.95,Month-to-month,0,DSL,Bank transfer (automatic)
No,72,110.15,Two year,0,Fiber optic,Credit card (automatic)
No,62,86.1,Two year,0,DSL,Electronic check
No,50,39.45,Month-to-month,0,DSL,Credit card (automatic)
No,64,102.1,Two year,1,Fiber optic,Electronic check
,63,100.55,Month-to-month,0,Fiber optic,Electronic check
No,47,100.75,Month-to-month,0,Fiber optic,Mailed check
Yes,54,111.1,Month-to-month,0,Fiber optic,Electronic check
No,47,20.25,Two year,0,No,Credit card (automatic)
No,58,20.8,Two year,0,No,Mailed check
No,34,77.2,One year,0,DSL,Bank transfer (automatic)
No,60,25.0,Two year,0,No,Mailed check
No,12,58.35,Month-to-month,0,DSL,Credit card (automatic)
Yes,68,105.3,Month-to-month,1,Fiber optic,Electronic check
No,64,69.25,Two year,0,DSL,Mailed check
No,22,24.85,Month-to-month,0,No,Credit card (automatic)
No,11,94.2,Month-to-month,0,Fiber optic,Electronic check
No,15,100.15,Month-to-month,0,Fiber optic,Electronic check
Yes,5,81.0,Month-to-month,0,Fiber optic,Credit card (automatic)
No,14,48.8,Month-to-month,0,DSL,Bank transfer (automatic)
No,23,54.4,Month-to-month,0,DSL,Electronic check
Yes,50,108.55,One year,0,Fiber optic,Electronic check
No,2,19.4,Month-to-month,0,No,Mailed check
Yes,17,85.45,Month-to-month,0,Fiber optic,Electronic check
No,59,54.15,Two year,0,DSL,Credit card (automatic)
No,1,19.75,Month-to-month,0,No,Electronic check
Yes,15,55.7,Month-to-month,0,DSL,Mailed check
No,61,79.8,One year,0,DSL,Electronic check
No,1,53.55,Month-to-month,0,DSL,Mailed check
No,10,26.1,Two year,0,No,Credit card (automatic)
No,69,82.45,Two year,0,DSL,Credit card (automatic)
No,35,70.55,Month-to-month,1,Fiber optic,Electronic check
No,48,65.65,One year,0,DSL,Electronic check
No,72,81.0,Two year,0,DSL,Credit card (automatic)
No,62,96.1,One year,0,Fiber optic,Electronic check
No,40,51.1,Month-to-month,0,DSL,Electronic check
Yes,1,45.7,Month-to-month,0,DSL,Mailed check
No,16,85.05,Month-to-month,1,Fiber optic,Credit card (automatic)
No,1,20.3,Month-to-month,0,No,Mailed check
Yes,1,85.45,Month-to-month,0,Fiber optic,Mailed check
No,72,114.0,Two year,0,Fiber optic,Electronic check
No,44,59.85,One year,0,DSL,Bank transfer (automatic)
No,59,95.8,Two year,0,Fiber optic,Electronic check
No,18,103.6,Month-to-month,1,Fiber optic,Credit card (automatic)
No,23,98.7,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,7,89.5,Month-to-month,1,Fiber optic,Electronic check
No,51,86.35,One year,0,Fiber optic,Mailed check
No,64,19.7,Two year,0,No,Bank transfer (automatic)
No,69,84.7,Two year,0,DSL,Mailed check
Yes,1,24.45,Month-to-month,0,DSL,Mailed check
No,2,19.2,Month-to-month,1,No,Electronic check
No,35,106.9,Month-to-month,0,Fiber optic,Electronic check
No,26,78.95,One year,0,Fiber optic,Bank transfer (automatic)
No,26,47.85,One year,0,DSL,Bank transfer (automatic)
Yes,49,100.45,One year,0,Fiber optic,Mailed check
No,68,79.6,Two year,0,DSL,Bank transfer (automatic)
No,44,68.85,Month-to-month,0,Fiber optic,Credit card (automatic)
No,29,19.35,Month-to-month,0,No,Credit card (automatic)
No,24,55.15,Month-to-month,0,DSL,Electronic check
No,14,25.55,Month-to-month,0,No,Mailed check
No,56,52.7,One year,0,DSL,Mailed check
No,6,19.65,Two year,0,No,Credit card (automatic)
No,6,80.25,Two year,0,DSL,Mailed check
No,71,25.0,Two year,0,No,Bank transfer (automatic)
No,43,104.3,One year,0,Fiber optic,Credit card (automatic)
Yes,41,113.6,Month-to-month,0,Fiber optic,Bank transfer (automatic)
,1,45.7,Month-to-month,0,DSL,Mailed check
No,15,48.85,Month-to-month,0,DSL,Electronic check
No,22,84.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,44,104.15,Month-to-month,1,Fiber optic,Electronic check
No,12,74.75,Month-to-month,0,DSL,Bank transfer (automatic)
No,52,19.6,One year,0,No,Credit card (automatic)
Yes,17,90.2,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,41,79.9,Month-to-month,0,DSL,Credit card (automatic)
Yes,10,98.7,Month-to-month,0,Fiber optic,Electronic check
Yes,26,90.8,Month-to-month,0,Fiber optic,Electronic check
No,53,20.9,Two year,0,No,Mailed check
Yes,1,19.45,Month-to-month,1,No,Electronic check
No,50,70.35,Two year,0,Fiber optic,Credit card (automatic)
No,24,24.1,Two year,0,No,Bank transfer (automatic)
,41,78.35,One year,0,DSL,Credit card (automatic)
No,38,20.45,Month-to-month,0,No,Mailed check
Yes,14,85.15,Month-to-month,0,Fiber optic,Electronic check
Yes,24,93.55,Month-to-month,1,Fiber optic,Electronic check
Yes,19,95.9,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,7,75.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,42,84.35,Two year,0,DSL,Credit card (automatic)
No,63,79.7,One year,0,DSL,Credit card (automatic)
No,56,54.05,One year,0,DSL,Bank transfer (automatic)
Yes,13,54.45,Month-to-month,0,DSL,Electronic check
No,37,67.45,One year,0,DSL,Electronic check
No,18,84.95,Month-to-month,1,Fiber optic,Electronic check
No,44,65.4,One year,0,DSL,Electronic check
Yes,7,70.75,Month-to-month,0,DSL,Credit card (automatic)
No,1,44.0,Month-to-month,0,DSL,Mailed check
,62,100.15,Month-to-month,0,Fiber optic,Electronic check
No,69,61.4,Two year,0,DSL,Credit card (automatic)
No,55,88.8,Two year,1,Fiber optic,Credit card (automatic)
Yes,14,104.85,Month-to-month,1,Fiber optic,Electronic check
Yes,1,94.4,Month-to-month,0,Fiber optic,Electronic check
No,47,90.5,Two year,0,DSL,Mailed check
No,72,85.25,Two year,0,DSL,Electronic check
Yes,1,24.6,Month-to-month,0,DSL,Electronic check
No,16,19.75,Two year,0,No,Mailed check
No,65,82.5,Two year,0,DSL,Bank transfer (automatic)
,59,107.0,One year,0,Fiber optic,Credit card (automatic)
No,18,23.75,One year,0,No,Mailed check
Yes,4,78.85,Month-to-month,1,Fiber optic,Electronic check
No,45,100.15,One year,1,Fiber optic,Bank transfer (automatic)
No,21,35.1,Two year,0,DSL,Mailed check
Yes,2,70.7,Month-to-month,0,Fiber optic,Electronic check
No,72,113.65,Two year,0,Fiber optic,Credit card (automatic)
,13,54.15,One year,0,DSL,Bank transfer (automatic)
Yes,6,47.95,Month-to-month,0,DSL,Electronic check
No,72,65.1,Two year,0,DSL,Credit card (automatic)
,28,105.8,Month-to-month,1,Fiber optic,Electronic check
No,1,45.6,Month-to-month,0,DSL,Mailed check
Yes,1,76.45,Month-to-month,1,Fiber optic,Electronic check
Yes,52,111.25,One year,0,Fiber optic,Credit card (automatic)
Yes,5,75.55,Month-to-month,0,Fiber optic,Electronic check
No,48,20.0,Two year,0,No,Mailed check
No,67,75.1,One year,0,DSL,Mailed check
Yes,29,94.45,Month-to-month,1,Fiber optic,Electronic check
No,65,67.05,One year,0,DSL,Credit card (automatic)
Yes,17,98.6,One year,0,Fiber optic,Bank transfer (automatic)
No,11,20.3,Month-to-month,0,No,Bank transfer (automatic)
No,52,20.1,Two year,0,No,Bank transfer (automatic)
No,71,113.65,Two year,0,Fiber optic,Credit card (automatic)
Yes,34,62.65,Month-to-month,0,DSL,Electronic check
No,3,54.65,Month-to-month,0,DSL,Mailed check
Yes,3,54.7,Month-to-month,0,DSL,Credit card (automatic)
No,10,70.15,Month-to-month,0,Fiber optic,Mailed check
Yes,4,74.95,Month-to-month,1,Fiber optic,Electronic check
No,15,83.2,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,3,24.6,Month-to-month,0,No,Mailed check
No,52,109.1,Month-to-month,1,Fiber optic,Electronic check
No,21,95.4,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,68,64.1,Two year,0,DSL,Bank transfer (automatic)
No,39,90.7,Month-to-month,1,Fiber optic,Electronic check
No,46,43.95,Month-to-month,0,DSL,Electronic check
Yes,1,85.0,Month-to-month,0,Fiber optic,Electronic check
Yes,13,74.4,Month-to-month,0,Fiber optic,Credit card (automatic)
No,72,45.25,Two year,0,DSL,Credit card (automatic)
Yes,38,74.95,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,64,70.15,One year,0,DSL,Mailed check
No,13,96.85,Month-to-month,1,Fiber optic,Electronic check
No,5,20.2,Month-to-month,0,No,Mailed check
No,72,91.35,Two year,0,DSL,Bank transfer (automatic)
No,57,84.5,Two year,0,DSL,Electronic check
